Tree no.,X,Y,Elevation,Height,Ht to crown base,Ave radius * 2,Ave radius * 2,Rotation,Red,Green,Blue,CanopySurface
20,802391.00,9715163.00,0.0,34.17,17.09,3.39,3.39,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
21,802393.00,9715182.00,0.0,32.77,16.38,5.52,5.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
22,802395.00,9715252.00,0.0,30.04,15.02,7.21,7.21,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
23,802398.00,9715227.00,0.0,35.02,17.51,5.21,5.21,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
24,802399.00,9715289.00,0.0,32.52,16.26,3.33,3.33,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
25,802401.00,9715114.00,0.0,37.06,18.53,8.59,8.59,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
26,802403.00,9715130.00,0.0,37.89,18.95,4.45,4.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
27,802404.00,9715148.00,0.0,36.89,18.45,5.46,5.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
28,802407.00,9715356.00,0.0,30.16,15.08,7.01,7.01,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
29,802409.00,9715080.00,0.0,32.01,16.01,5.66,5.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
30,802411.00,9715158.00,0.0,36.04,18.02,3.73,3.73,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
31,802413.00,9715215.00,0.0,31.74,15.87,5.22,5.22,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
32,802415.00,9715253.00,0.0,38.18,19.09,5.55,5.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
33,802417.00,9715379.00,0.0,34.71,17.36,6.73,6.73,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
34,802420.00,9715136.00,0.0,31.93,15.96,5.75,5.75,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
35,802421.00,9715242.00,0.0,36.17,18.08,8.29,8.29,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
36,802422.00,9715348.00,0.0,31.12,15.56,3.09,3.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
37,802425.00,9715329.00,0.0,30.68,15.34,4.45,4.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
38,802427.00,9715360.00,0.0,31.99,16.00,5.77,5.77,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
39,802433.00,9715182.00,0.0,38.35,19.18,4.42,4.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
40,802440.00,9715352.00,0.0,34.72,17.36,5.12,5.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
41,802441.00,9715405.00,0.0,33.51,16.76,6.80,6.80,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
42,802443.00,9715156.00,0.0,32.21,16.11,5.16,5.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
43,802443.00,9715312.00,0.0,37.36,18.68,5.92,5.92,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
44,802444.00,9715281.00,0.0,31.90,15.95,7.09,7.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
45,802444.00,9715363.00,0.0,33.52,16.76,7.80,7.80,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
46,802445.00,9715166.00,0.0,32.46,16.23,3.56,3.56,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
47,802446.00,9715096.00,0.0,31.46,15.73,3.71,3.71,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
48,802446.00,9715218.00,0.0,36.44,18.22,4.50,4.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
49,802448.00,9715127.00,0.0,36.27,18.14,7.28,7.28,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
50,802448.00,9715262.00,0.0,33.50,16.75,10.02,10.02,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
51,802451.00,9715176.00,0.0,34.06,17.03,7.20,7.20,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
52,802454.00,9715394.00,0.0,31.69,15.85,2.72,2.72,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
53,802457.00,9715147.00,0.0,30.62,15.31,8.49,8.49,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
54,802458.00,9715329.00,0.0,37.15,18.57,4.21,4.21,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
55,802459.00,9715240.00,0.0,31.87,15.94,4.99,4.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
56,802462.00,9715271.00,0.0,33.27,16.63,7.45,7.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
57,802463.00,9715126.00,0.0,32.67,16.33,7.81,7.81,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
58,802463.00,9715428.00,0.0,30.39,15.19,4.32,4.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
59,802464.00,9715081.00,0.0,33.71,16.86,5.06,5.06,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
60,802465.00,9715310.00,0.0,33.16,16.58,4.61,4.61,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
61,802466.00,9715231.00,0.0,33.24,16.62,6.19,6.19,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
62,802467.00,9715168.00,0.0,35.28,17.64,6.93,6.93,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
63,802469.00,9715201.00,0.0,32.07,16.03,5.93,5.93,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
64,802471.00,9715133.00,0.0,30.74,15.37,3.61,3.61,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
65,802471.00,9715154.00,0.0,35.58,17.79,3.07,3.07,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
66,802472.00,9715108.00,0.0,30.85,15.43,3.91,3.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
67,802472.00,9715415.00,0.0,31.47,15.74,5.05,5.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
68,802473.00,9715358.00,0.0,30.83,15.42,3.91,3.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
69,802474.00,9715385.00,0.0,37.57,18.79,5.07,5.07,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
70,802478.00,9715425.00,0.0,33.52,16.76,6.80,6.80,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
71,802478.00,9715437.00,0.0,33.10,16.55,5.43,5.43,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
72,802479.00,9715225.00,0.0,32.01,16.00,6.24,6.24,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
73,802480.00,9715255.00,0.0,31.79,15.89,4.95,4.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
74,802480.00,9715276.00,0.0,34.80,17.40,9.04,9.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
75,802481.00,9715075.00,0.0,32.98,16.49,3.13,3.13,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
76,802485.00,9715158.00,0.0,31.38,15.69,5.63,5.63,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
77,802488.00,9715325.00,0.0,32.16,16.08,4.70,4.70,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
78,802489.00,9715375.00,0.0,36.90,18.45,4.88,4.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
79,802492.00,9715418.00,0.0,32.93,16.46,4.81,4.81,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
80,802493.00,9715285.00,0.0,34.75,17.38,7.87,7.87,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
81,802495.00,9715459.00,0.0,39.62,19.81,3.52,3.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
82,802497.00,9715293.00,0.0,34.85,17.42,7.00,7.00,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
83,802498.00,9715218.00,0.0,35.14,17.57,6.15,6.15,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
84,802500.00,9715111.00,0.0,30.19,15.09,5.54,5.54,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
85,802501.00,9715353.00,0.0,30.09,15.05,5.30,5.30,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
86,802501.00,9715475.00,0.0,36.25,18.13,0.96,0.96,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
87,802503.00,9715278.00,0.0,34.70,17.35,6.12,6.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
88,802504.00,9715075.00,0.0,30.19,15.09,3.51,3.51,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
89,802504.00,9715316.00,0.0,32.22,16.11,3.23,3.23,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
90,802504.00,9715437.00,0.0,33.83,16.91,5.74,5.74,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
91,802505.00,9715228.00,0.0,30.15,15.08,5.87,5.87,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
92,802505.00,9715371.00,0.0,30.86,15.43,8.24,8.24,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
93,802507.00,9715307.00,0.0,31.92,15.96,4.64,4.64,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
94,802509.00,9715252.00,0.0,31.09,15.55,5.99,5.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
95,802510.00,9715410.00,0.0,35.88,17.94,4.51,4.51,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
96,802512.00,9715164.00,0.0,31.48,15.74,9.72,9.72,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
97,802514.00,9715121.00,0.0,30.67,15.33,5.60,5.60,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
98,802516.00,9715094.00,0.0,31.28,15.64,5.77,5.77,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
99,802517.00,9715317.00,0.0,33.57,16.78,7.89,7.89,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
100,802520.00,9715221.00,0.0,32.63,16.31,6.37,6.37,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
101,802520.00,9715445.00,0.0,33.52,16.76,3.72,3.72,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
102,802524.00,9715266.00,0.0,34.25,17.13,5.87,5.87,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
103,802525.00,9715288.00,0.0,30.99,15.49,9.36,9.36,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
104,802526.00,9715421.00,0.0,34.32,17.16,4.76,4.76,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
105,802529.00,9715227.00,0.0,34.81,17.41,5.97,5.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
106,802530.00,9715341.00,0.0,32.82,16.41,7.59,7.59,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
107,802530.00,9715455.00,0.0,31.03,15.52,8.94,8.94,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
108,802533.00,9715294.00,0.0,31.67,15.84,4.71,4.71,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
109,802536.00,9715406.00,0.0,31.35,15.67,5.60,5.60,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
110,802537.00,9715091.00,0.0,35.29,17.65,3.54,3.54,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
111,802537.00,9715396.00,0.0,30.84,15.42,8.20,8.20,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
112,802537.00,9715421.00,0.0,33.71,16.85,6.00,6.00,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
113,802539.00,9715311.00,0.0,31.48,15.74,6.16,6.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
114,802541.00,9715377.00,0.0,33.26,16.63,5.28,5.28,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
115,802542.00,9715111.00,0.0,35.49,17.74,6.12,6.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
116,802542.00,9715176.00,0.0,35.61,17.81,3.25,3.25,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
117,802543.00,9715264.00,0.0,30.88,15.44,5.86,5.86,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
118,802545.00,9715218.00,0.0,37.51,18.75,6.87,6.87,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
119,802545.00,9715295.00,0.0,34.09,17.04,5.31,5.31,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
120,802546.00,9715326.00,0.0,65.52,32.76,2.00,2.00,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
121,802547.00,9715146.00,0.0,30.87,15.43,5.35,5.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
122,802548.00,9715097.00,0.0,33.72,16.86,6.05,6.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
123,802549.00,9715316.00,0.0,37.62,18.81,2.77,2.77,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
124,802551.00,9715155.00,0.0,31.82,15.91,6.13,6.13,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
125,802552.00,9715274.00,0.0,32.24,16.12,5.23,5.23,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
126,802554.00,9715482.00,0.0,33.39,16.70,5.48,5.48,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
127,802555.00,9715392.00,0.0,34.97,17.49,4.76,4.76,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
128,802556.00,9715294.00,0.0,35.30,17.65,5.46,5.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
129,802556.00,9715309.00,0.0,30.54,15.27,5.45,5.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
130,802558.00,9715144.00,0.0,30.16,15.08,4.60,4.60,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
131,802562.00,9715339.00,0.0,33.20,16.60,6.41,6.41,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
132,802563.00,9715224.00,0.0,33.52,16.76,3.98,3.98,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
133,802564.00,9715190.00,0.0,30.32,15.16,6.80,6.80,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
134,802565.00,9715270.00,0.0,32.03,16.02,3.66,3.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
135,802566.00,9715120.00,0.0,32.89,16.44,3.18,3.18,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
136,802567.00,9715279.00,0.0,32.63,16.31,8.18,8.18,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
137,802568.00,9715234.00,0.0,31.44,15.72,7.54,7.54,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
138,802569.00,9715263.00,0.0,32.41,16.21,4.37,4.37,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
139,802569.00,9715309.00,0.0,32.36,16.18,6.01,6.01,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
140,802569.00,9715514.00,0.0,30.33,15.17,3.29,3.29,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
141,802572.00,9715439.00,0.0,31.53,15.77,6.52,6.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
142,802573.00,9715139.00,0.0,32.23,16.11,6.42,6.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
143,802573.00,9715213.00,0.0,31.64,15.82,7.20,7.20,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
144,802580.00,9715179.00,0.0,31.83,15.92,4.06,4.06,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
145,802582.00,9715147.00,0.0,34.70,17.35,4.66,4.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
146,802582.00,9715344.00,0.0,30.28,15.14,4.41,4.41,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
147,802583.00,9715268.00,0.0,38.23,19.12,2.46,2.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
148,802587.00,9715257.00,0.0,31.79,15.90,3.68,3.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
149,802589.00,9715368.00,0.0,30.20,15.10,3.45,3.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
150,802589.00,9715455.00,0.0,35.30,17.65,7.05,7.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
