Tree no.,X,Y,Elevation,Height,Ht to crown base,Ave radius * 2,Ave radius * 2,Rotation,Red,Green,Blue,CanopySurface
818,803977.00,9716657.00,0.0,30.86,15.43,4.38,4.38,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
819,803983.00,9716756.00,0.0,47.19,23.60,4.63,4.63,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
820,803984.00,9716804.00,0.0,38.98,19.49,6.16,6.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
821,803984.00,9716857.00,0.0,32.12,16.06,5.15,5.15,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
822,803987.00,9716843.00,0.0,30.38,15.19,3.50,3.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
823,803991.00,9716943.00,0.0,31.36,15.68,5.72,5.72,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
824,803995.00,9716783.00,0.0,31.80,15.90,5.86,5.86,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
825,803997.00,9716982.00,0.0,31.41,15.71,5.68,5.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
826,804000.00,9716747.00,0.0,30.10,15.05,7.25,7.25,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
827,804000.00,9716867.00,0.0,33.79,16.89,3.50,3.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
828,804002.00,9716808.00,0.0,33.20,16.60,2.91,2.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
829,804004.00,9716895.00,0.0,32.99,16.50,8.47,8.47,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
830,804004.00,9716918.00,0.0,32.87,16.43,7.31,7.31,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
831,804006.00,9716833.00,0.0,32.28,16.14,4.62,4.62,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
832,804006.00,9716846.00,0.0,33.96,16.98,5.73,5.73,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
833,804011.00,9716624.00,0.0,33.12,16.56,8.50,8.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
834,804013.00,9716876.00,0.0,32.79,16.40,5.03,5.03,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
835,804013.00,9716998.00,0.0,33.25,16.63,8.25,8.25,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
836,804017.00,9716790.00,0.0,34.72,17.36,3.84,3.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
837,804017.00,9716836.00,0.0,32.07,16.03,4.35,4.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
838,804017.00,9717015.00,0.0,33.55,16.78,4.49,4.49,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
839,804024.00,9716800.00,0.0,38.07,19.03,3.81,3.81,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
840,804025.00,9716953.00,0.0,35.79,17.90,5.16,5.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
841,804032.00,9716964.00,0.0,32.54,16.27,6.42,6.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
842,804036.00,9716823.00,0.0,31.54,15.77,5.39,5.39,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
843,804038.00,9716972.00,0.0,34.10,17.05,5.93,5.93,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
844,804038.00,9716994.00,0.0,31.85,15.92,4.88,4.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
845,804039.00,9716652.00,0.0,32.66,16.33,3.85,3.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
846,804039.00,9716720.00,0.0,33.03,16.51,5.16,5.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
847,804039.00,9716923.00,0.0,35.18,17.59,6.44,6.44,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
848,804040.00,9717047.00,0.0,32.80,16.40,8.52,8.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
849,804041.00,9716776.00,0.0,37.00,18.50,4.43,4.43,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
850,804042.00,9716872.00,0.0,32.55,16.28,8.64,8.64,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
851,804043.00,9716951.00,0.0,34.53,17.27,3.50,3.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
852,804045.00,9716989.00,0.0,33.19,16.59,3.69,3.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
853,804046.00,9716714.00,0.0,35.04,17.52,8.10,8.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
854,804046.00,9716941.00,0.0,32.38,16.19,5.76,5.76,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
855,804047.00,9716859.00,0.0,31.04,15.52,5.52,5.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
856,804053.00,9716881.00,0.0,31.28,15.64,5.03,5.03,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
857,804060.00,9716929.00,0.0,32.64,16.32,5.25,5.25,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
858,804061.00,9717015.00,0.0,35.72,17.86,5.13,5.13,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
859,804063.00,9717058.00,0.0,30.08,15.04,2.52,2.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
860,804064.00,9716872.00,0.0,32.73,16.36,6.26,6.26,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
861,804065.00,9716957.00,0.0,36.22,18.11,8.17,8.17,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
862,804066.00,9716684.00,0.0,39.43,19.72,3.44,3.44,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
863,804066.00,9716995.00,0.0,35.75,17.87,5.08,5.08,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
864,804067.00,9716716.00,0.0,35.41,17.71,5.38,5.38,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
865,804074.00,9717024.00,0.0,33.53,16.76,4.73,4.73,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
866,804075.00,9717060.00,0.0,32.78,16.39,6.88,6.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
867,804078.00,9716886.00,0.0,35.87,17.93,3.53,3.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
868,804081.00,9716754.00,0.0,32.48,16.24,6.69,6.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
869,804081.00,9717015.00,0.0,36.43,18.22,7.32,7.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
870,804084.00,9716919.00,0.0,35.70,17.85,8.33,8.33,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
871,804086.00,9716809.00,0.0,37.38,18.69,6.69,6.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
872,804087.00,9717024.00,0.0,32.75,16.37,3.70,3.70,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
873,804088.00,9716720.00,0.0,34.18,17.09,6.55,6.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
874,804090.00,9716824.00,0.0,34.50,17.25,4.98,4.98,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
875,804091.00,9716893.00,0.0,36.54,18.27,6.53,6.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
876,804091.00,9716995.00,0.0,36.06,18.03,4.67,4.67,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
877,804092.00,9716976.00,0.0,35.40,17.70,6.69,6.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
878,804092.00,9717071.00,0.0,39.18,19.59,6.56,6.56,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
879,804094.00,9716809.00,0.0,37.45,18.72,8.10,8.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
880,804094.00,9716954.00,0.0,30.26,15.13,5.62,5.62,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
881,804097.00,9716747.00,0.0,30.27,15.13,6.43,6.43,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
882,804100.00,9717013.00,0.0,33.25,16.63,3.79,3.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
883,804102.00,9716928.00,0.0,30.49,15.25,6.08,6.08,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
884,804111.00,9716970.00,0.0,31.59,15.79,6.09,6.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
885,804112.00,9717073.00,0.0,37.03,18.51,6.09,6.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
886,804115.00,9716983.00,0.0,36.68,18.34,5.63,5.63,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
887,804116.00,9716948.00,0.0,34.66,17.33,6.26,6.26,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
888,804117.00,9716869.00,0.0,37.97,18.99,4.79,4.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
889,804117.00,9717008.00,0.0,38.96,19.48,3.64,3.64,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
890,804119.00,9717150.00,0.0,34.06,17.03,3.66,3.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
891,804123.00,9717036.00,0.0,31.68,15.84,6.49,6.49,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
892,804124.00,9716815.00,0.0,34.21,17.10,4.40,4.40,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
893,804125.00,9716880.00,0.0,37.96,18.98,8.05,8.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
894,804125.00,9716929.00,0.0,31.95,15.98,3.67,3.67,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
895,804131.00,9716972.00,0.0,33.67,16.83,5.24,5.24,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
896,804133.00,9716932.00,0.0,31.95,15.97,3.46,3.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
897,804133.00,9716940.00,0.0,32.28,16.14,5.68,5.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
898,804134.00,9717132.00,0.0,30.42,15.21,6.36,6.36,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
899,804137.00,9716760.00,0.0,34.52,17.26,5.97,5.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
900,804137.00,9717061.00,0.0,34.21,17.11,6.07,6.07,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
901,804137.00,9717155.00,0.0,36.76,18.38,1.59,1.59,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
902,804138.00,9716953.00,0.0,35.63,17.82,5.88,5.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
903,804140.00,9716982.00,0.0,31.81,15.91,4.65,4.65,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
904,804142.00,9717105.00,0.0,32.54,16.27,7.64,7.64,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
905,804147.00,9717087.00,0.0,36.14,18.07,6.87,6.87,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
906,804147.00,9717182.00,0.0,33.51,16.75,1.05,1.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
907,804148.00,9716792.00,0.0,35.97,17.98,5.04,5.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
908,804149.00,9716832.00,0.0,32.13,16.06,5.00,5.00,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
909,804152.00,9717023.00,0.0,31.69,15.85,6.49,6.49,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
910,804157.00,9716765.00,0.0,33.33,16.66,3.32,3.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
911,804158.00,9716832.00,0.0,32.21,16.11,5.30,5.30,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
912,804158.00,9716934.00,0.0,32.45,16.23,5.53,5.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
913,804159.00,9716900.00,0.0,32.90,16.45,4.44,4.44,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
914,804159.00,9716912.00,0.0,35.42,17.71,5.65,5.65,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
915,804159.00,9717186.00,0.0,30.71,15.35,5.74,5.74,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
916,804163.00,9717091.00,0.0,32.55,16.27,3.68,3.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
917,804164.00,9716973.00,0.0,32.44,16.22,3.88,3.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
918,804165.00,9717008.00,0.0,31.08,15.54,5.09,5.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
919,804166.00,9716787.00,0.0,30.50,15.25,3.81,3.81,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
920,804167.00,9717153.00,0.0,35.85,17.92,6.35,6.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
921,804168.00,9717115.00,0.0,37.40,18.70,5.93,5.93,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
922,804168.00,9717163.00,0.0,35.39,17.70,6.04,6.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
923,804170.00,9716882.00,0.0,37.66,18.83,3.39,3.39,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
924,804172.00,9716804.00,0.0,37.35,18.67,6.95,6.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
925,804172.00,9716951.00,0.0,36.41,18.20,5.13,5.13,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
926,804174.00,9717045.00,0.0,34.21,17.11,2.12,2.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
927,804174.00,9717201.00,0.0,30.41,15.20,5.80,5.80,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
928,804176.00,9716908.00,0.0,31.00,15.50,12.69,12.69,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
929,804177.00,9716984.00,0.0,35.45,17.72,4.32,4.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
930,804177.00,9717189.00,0.0,30.66,15.33,8.09,8.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
931,804178.00,9717014.00,0.0,31.49,15.75,6.86,6.86,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
932,804179.00,9717176.00,0.0,32.61,16.30,7.01,7.01,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
933,804181.00,9717093.00,0.0,35.32,17.66,5.75,5.75,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
934,804184.00,9716946.00,0.0,36.72,18.36,7.16,7.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
935,804186.00,9716908.00,0.0,33.14,16.57,2.57,2.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
936,804187.00,9717122.00,0.0,36.34,18.17,5.37,5.37,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
937,804188.00,9716842.00,0.0,30.20,15.10,7.85,7.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
938,804189.00,9716973.00,0.0,30.60,15.30,6.93,6.93,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
939,804192.00,9716918.00,0.0,32.17,16.08,5.21,5.21,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
940,804193.00,9717027.00,0.0,32.67,16.34,5.95,5.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
941,804194.00,9717075.00,0.0,37.34,18.67,6.30,6.30,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
942,804194.00,9717219.00,0.0,32.28,16.14,7.02,7.02,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
943,804196.00,9716900.00,0.0,34.25,17.12,4.28,4.28,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
944,804197.00,9717107.00,0.0,31.64,15.82,4.27,4.27,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
945,804198.00,9716876.00,0.0,30.40,15.20,7.12,7.12,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
946,804198.00,9717011.00,0.0,33.11,16.55,7.93,7.93,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
947,804198.00,9717129.00,0.0,32.41,16.21,8.18,8.18,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
948,804202.00,9716972.00,0.0,30.11,15.06,5.61,5.61,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
949,804204.00,9716906.00,0.0,35.21,17.61,5.96,5.96,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
950,804205.00,9716820.00,0.0,30.12,15.06,3.35,3.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
951,804205.00,9717061.00,0.0,39.24,19.62,6.32,6.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
952,804208.00,9716989.00,0.0,32.45,16.22,4.83,4.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
953,804210.00,9717088.00,0.0,34.30,17.15,6.96,6.96,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
954,804213.00,9716926.00,0.0,31.73,15.87,4.20,4.20,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
955,804215.00,9717006.00,0.0,33.51,16.76,7.86,7.86,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
956,804215.00,9717017.00,0.0,32.96,16.48,8.95,8.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
957,804215.00,9717153.00,0.0,31.12,15.56,5.89,5.89,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
958,804217.00,9716864.00,0.0,30.62,15.31,6.86,6.86,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
959,804217.00,9717106.00,0.0,32.30,16.15,7.14,7.14,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
960,804218.00,9716852.00,0.0,30.86,15.43,5.76,5.76,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
961,804220.00,9717065.00,0.0,35.30,17.65,8.53,8.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
962,804222.00,9717032.00,0.0,41.67,20.83,2.67,2.67,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
963,804226.00,9717134.00,0.0,34.56,17.28,6.58,6.58,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
964,804229.00,9717234.00,0.0,34.14,17.07,6.52,6.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
965,804230.00,9717081.00,0.0,30.69,15.34,5.65,5.65,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
966,804231.00,9716844.00,0.0,37.68,18.84,4.35,4.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
967,804232.00,9717018.00,0.0,33.45,16.73,5.89,5.89,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
968,804233.00,9716916.00,0.0,33.93,16.97,5.99,5.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0002_0002.dtm
