Tree no.,X,Y,Elevation,Height,Ht to crown base,Ave radius * 2,Ave radius * 2,Rotation,Red,Green,Blue,CanopySurface
1107,800396.00,9712989.00,0.0,32.86,16.43,3.26,3.26,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1108,800397.00,9712889.00,0.0,33.67,16.83,3.91,3.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1109,800398.00,9713057.00,0.0,35.71,17.86,3.09,3.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1110,800399.00,9712952.00,0.0,33.59,16.80,2.43,2.43,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1111,800399.00,9713067.00,0.0,35.23,17.61,1.76,1.76,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1112,800404.00,9713199.00,0.0,36.66,18.33,2.97,2.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1113,800405.00,9713033.00,0.0,30.54,15.27,5.71,5.71,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1114,800405.00,9713274.00,0.0,36.75,18.38,5.31,5.31,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1115,800407.00,9712984.00,0.0,33.54,16.77,7.18,7.18,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1116,800409.00,9712890.00,0.0,34.88,17.44,5.80,5.80,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1117,800409.00,9712928.00,0.0,35.62,17.81,4.02,4.02,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1118,800409.00,9712999.00,0.0,36.21,18.11,5.46,5.46,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1119,800409.00,9713145.00,0.0,30.85,15.42,6.38,6.38,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1120,800411.00,9713181.00,0.0,33.62,16.81,4.95,4.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1121,800412.00,9713154.00,0.0,31.57,15.79,11.61,11.61,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1122,800412.00,9713285.00,0.0,35.47,17.74,2.16,2.16,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1123,800414.00,9713035.00,0.0,30.02,15.01,5.19,5.19,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1124,800414.00,9713257.00,0.0,33.74,16.87,4.03,4.03,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1125,800417.00,9712969.00,0.0,40.54,20.27,2.82,2.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1126,800417.00,9713295.00,0.0,32.38,16.19,1.35,1.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1127,800418.00,9713248.00,0.0,33.73,16.87,4.38,4.38,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1128,800419.00,9713272.00,0.0,36.75,18.37,2.79,2.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1129,800422.00,9713000.00,0.0,34.39,17.19,5.37,5.37,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1130,800423.00,9713074.00,0.0,32.16,16.08,4.51,4.51,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1131,800425.00,9712926.00,0.0,30.66,15.33,7.30,7.30,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1132,800425.00,9713024.00,0.0,34.32,17.16,2.92,2.92,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1133,800425.00,9713054.00,0.0,35.45,17.72,5.98,5.98,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1134,800428.00,9712904.00,0.0,32.13,16.06,4.80,4.80,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1135,800431.00,9713007.00,0.0,34.03,17.01,7.97,7.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1136,800432.00,9713216.00,0.0,34.69,17.35,5.14,5.14,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1137,800433.00,9713268.00,0.0,36.54,18.27,4.08,4.08,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1138,800434.00,9713101.00,0.0,36.85,18.42,3.95,3.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1139,800438.00,9712925.00,0.0,32.24,16.12,4.62,4.62,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1140,800438.00,9713015.00,0.0,32.75,16.38,7.09,7.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1141,800439.00,9713170.00,0.0,37.13,18.57,4.20,4.20,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1142,800440.00,9713121.00,0.0,30.22,15.11,4.91,4.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1143,800442.00,9713250.00,0.0,35.72,17.86,4.45,4.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1144,800443.00,9713027.00,0.0,30.34,15.17,4.10,4.10,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1145,800444.00,9713059.00,0.0,37.06,18.53,2.14,2.14,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1146,800444.00,9713317.00,0.0,37.60,18.80,5.78,5.78,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1147,800446.00,9713079.00,0.0,32.66,16.33,6.45,6.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1148,800447.00,9712932.00,0.0,32.51,16.25,5.39,5.39,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1149,800447.00,9713220.00,0.0,36.00,18.00,5.00,5.00,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1150,800448.00,9712945.00,0.0,32.71,16.35,7.30,7.30,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1151,800448.00,9713145.00,0.0,34.62,17.31,2.35,2.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1152,800451.00,9713328.00,0.0,30.74,15.37,2.43,2.43,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1153,800453.00,9713117.00,0.0,35.17,17.58,4.50,4.50,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1154,800453.00,9713206.00,0.0,35.59,17.80,6.15,6.15,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1155,800455.00,9713174.00,0.0,35.23,17.61,7.28,7.28,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1156,800458.00,9713007.00,0.0,35.08,17.54,3.27,3.27,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1157,800458.00,9713157.00,0.0,33.40,16.70,7.53,7.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1158,800459.00,9712966.00,0.0,32.89,16.45,5.17,5.17,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1159,800459.00,9713037.00,0.0,34.75,17.37,3.42,3.42,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1160,800461.00,9713184.00,0.0,33.80,16.90,5.90,5.90,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1161,800463.00,9713080.00,0.0,30.24,15.12,3.68,3.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1162,800465.00,9713064.00,0.0,31.53,15.77,5.84,5.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1163,800467.00,9713207.00,0.0,34.38,17.19,3.97,3.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1164,800468.00,9713352.00,0.0,35.20,17.60,3.99,3.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1165,800469.00,9713220.00,0.0,38.61,19.31,6.56,6.56,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1166,800470.00,9712993.00,0.0,30.76,15.38,7.45,7.45,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1167,800470.00,9713102.00,0.0,30.47,15.24,3.04,3.04,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1168,800471.00,9713153.00,0.0,34.84,17.42,6.98,6.98,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1169,800472.00,9713049.00,0.0,31.98,15.99,6.37,6.37,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1170,800473.00,9713328.00,0.0,36.22,18.11,7.83,7.83,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1171,800477.00,9712967.00,0.0,38.80,19.40,3.82,3.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1172,800478.00,9713002.00,0.0,37.90,18.95,4.09,4.09,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1173,800478.00,9713039.00,0.0,31.03,15.51,2.80,2.80,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1174,800478.00,9713199.00,0.0,32.20,16.10,8.29,8.29,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1175,800479.00,9713255.00,0.0,31.86,15.93,3.29,3.29,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1176,800481.00,9713099.00,0.0,31.11,15.56,5.14,5.14,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1177,800483.00,9713268.00,0.0,31.87,15.93,3.79,3.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1178,800484.00,9713075.00,0.0,36.99,18.49,5.37,5.37,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1179,800485.00,9712990.00,0.0,33.84,16.92,5.60,5.60,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1180,800486.00,9713061.00,0.0,33.14,16.57,4.15,4.15,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1181,800487.00,9713229.00,0.0,33.77,16.89,4.87,4.87,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1182,800488.00,9713114.00,0.0,31.79,15.89,7.78,7.78,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1183,800489.00,9713168.00,0.0,37.44,18.72,5.66,5.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1184,800493.00,9713246.00,0.0,33.45,16.72,4.21,4.21,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1185,800493.00,9713348.00,0.0,31.85,15.92,5.13,5.13,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1186,800494.00,9713040.00,0.0,30.47,15.23,3.17,3.17,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1187,800494.00,9713204.00,0.0,32.14,16.07,5.52,5.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1188,800495.00,9713025.00,0.0,31.10,15.55,2.75,2.75,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1189,800495.00,9713193.00,0.0,32.27,16.14,7.02,7.02,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1190,800498.00,9713129.00,0.0,34.28,17.14,7.60,7.60,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1191,800499.00,9713256.00,0.0,33.27,16.63,2.91,2.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1192,800500.00,9712994.00,0.0,31.08,15.54,7.11,7.11,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1193,800500.00,9713296.00,0.0,30.11,15.06,3.84,3.84,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1194,800501.00,9713080.00,0.0,33.06,16.53,5.20,5.20,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1195,800505.00,9713365.00,0.0,32.44,16.22,7.15,7.15,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1196,800508.00,9713064.00,0.0,35.92,17.96,6.79,6.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1197,800508.00,9713252.00,0.0,34.19,17.09,4.54,4.54,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1198,800510.00,9712991.00,0.0,30.57,15.29,2.85,2.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1199,800512.00,9713116.00,0.0,33.29,16.64,3.90,3.90,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1200,800512.00,9713278.00,0.0,32.02,16.01,5.78,5.78,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1201,800512.00,9713291.00,0.0,32.67,16.34,9.19,9.19,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1202,800514.00,9713167.00,0.0,35.68,17.84,7.02,7.02,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1203,800515.00,9713340.00,0.0,40.96,20.48,5.05,5.05,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1204,800516.00,9713032.00,0.0,35.19,17.60,5.03,5.03,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1205,800518.00,9713305.00,0.0,37.28,18.64,5.52,5.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1206,800519.00,9713386.00,0.0,31.81,15.90,4.44,4.44,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1207,800521.00,9713221.00,0.0,30.23,15.11,8.36,8.36,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1208,800523.00,9713047.00,0.0,36.37,18.19,5.27,5.27,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1209,800524.00,9713160.00,0.0,31.87,15.94,3.91,3.91,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1210,800526.00,9712997.00,0.0,35.31,17.65,2.61,2.61,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1211,800526.00,9713150.00,0.0,32.28,16.14,6.31,6.31,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1212,800526.00,9713291.00,0.0,30.79,15.39,5.35,5.35,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1213,800528.00,9713011.00,0.0,31.39,15.69,4.73,4.73,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1214,800529.00,9713226.00,0.0,32.44,16.22,3.64,3.64,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1215,800530.00,9713118.00,0.0,31.96,15.98,5.88,5.88,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1216,800534.00,9713058.00,0.0,37.84,18.92,5.27,5.27,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1217,800534.00,9713145.00,0.0,32.30,16.15,5.38,5.38,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1218,800536.00,9713177.00,0.0,30.65,15.33,5.25,5.25,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1219,800536.00,9713260.00,0.0,33.64,16.82,9.37,9.37,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1220,800537.00,9713202.00,0.0,30.20,15.10,7.68,7.68,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1221,800538.00,9713287.00,0.0,30.66,15.33,5.06,5.06,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1222,800539.00,9713405.00,0.0,31.12,15.56,3.56,3.56,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1223,800541.00,9713374.00,0.0,30.66,15.33,4.55,4.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1224,800542.00,9713130.00,0.0,30.34,15.17,6.99,6.99,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1225,800544.00,9713144.00,0.0,33.54,16.77,5.31,5.31,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1226,800545.00,9713021.00,0.0,36.97,18.48,2.95,2.95,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1227,800545.00,9713095.00,0.0,31.36,15.68,4.20,4.20,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1228,800545.00,9713207.00,0.0,30.58,15.29,6.13,6.13,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1229,800546.00,9713104.00,0.0,30.15,15.07,5.11,5.11,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1230,800547.00,9713363.00,0.0,33.52,16.76,7.94,7.94,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1231,800549.00,9713329.00,0.0,31.89,15.95,4.08,4.08,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1232,800551.00,9713081.00,0.0,32.73,16.37,7.30,7.30,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1233,800551.00,9713315.00,0.0,33.46,16.73,7.03,7.03,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1234,800555.00,9713178.00,0.0,33.27,16.64,5.79,5.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1235,800555.00,9713409.00,0.0,31.55,15.77,5.22,5.22,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1236,800557.00,9713152.00,0.0,32.18,16.09,6.34,6.34,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1237,800560.00,9713295.00,0.0,30.93,15.46,4.77,4.77,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1238,800562.00,9713424.00,0.0,35.61,17.80,3.57,3.57,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1239,800564.00,9713329.00,0.0,34.03,17.02,7.92,7.92,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1240,800567.00,9713362.00,0.0,36.66,18.33,8.18,8.18,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1241,800568.00,9713453.00,0.0,32.16,16.08,3.52,3.52,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1242,800571.00,9713417.00,0.0,37.29,18.64,4.64,4.64,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1243,800572.00,9713099.00,0.0,32.86,16.43,4.82,4.82,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1244,800573.00,9713057.00,0.0,40.54,20.27,4.85,4.85,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1245,800573.00,9713441.00,0.0,30.21,15.10,6.66,6.66,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1246,800574.00,9713172.00,0.0,31.96,15.98,6.76,6.76,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1247,800576.00,9713265.00,0.0,38.99,19.50,5.55,5.55,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1248,800577.00,9713338.00,0.0,31.52,15.76,5.40,5.40,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1249,800578.00,9713115.00,0.0,36.34,18.17,3.53,3.53,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1250,800580.00,9713211.00,0.0,32.66,16.33,10.74,10.74,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1251,800580.00,9713224.00,0.0,30.91,15.46,5.89,5.89,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1252,800582.00,9713279.00,0.0,31.25,15.63,6.79,6.79,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1253,800582.00,9713351.00,0.0,32.41,16.21,4.32,4.32,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1254,800583.00,9713311.00,0.0,32.47,16.23,4.97,4.97,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
1255,800585.00,9713389.00,0.0,32.93,16.46,5.78,5.78,0.0,0,255,0,E:\Mestrado\Sintegra2019\emerg\result\tiles\NP_T-396chm_tile_0001_0001.dtm
